Date,Close,High,Low,Open,Volume
11/17/2020,2443.088623,2469.617493,2428.426701,2469.617493,2827273
11/18/2020,2406.983154,2441.392892,2389.022437,2438.460553,2893762
11/19/2020,2416.375732,2452.343251,2410.831873,2416.467459,4167501
11/20/2020,2437.772949,2452.205775,2407.807699,2432.962007,2711471
11/23/2020,2496.420898,2501.690026,2442.125978,2465.035227,3706418
11/24/2020,2494.405273,2513.603182,2478.781119,2505.72231,3120516
11/25/2020,2475.390137,2504.393156,2463.385601,2500.773539,3302249
11/26/2020,2493.076172,2502.560467,2455.871462,2461.369682,2341099
11/27/2020,2455.550781,2490.418704,2445.837393,2478.78085,6086808
12/1/2020,2498.757813,2507.096645,2404.967252,2454.955281,3605017
12/2/2020,2519.60498,2524.324196,2476.443867,2491.609834,2509032
12/3/2020,2482.858154,2541.918144,2474.931645,2541.918144,2852548
12/4/2020,2499.445557,2509.800585,2473.283143,2484.096356,2686527
12/7/2020,2508.746338,2514.519514,2479.834817,2487.944782,1996400
12/8/2020,2563.361572,2570.921624,2503.934895,2510.853532,4277818
12/9/2020,2575.732666,2602.490623,2559.558602,2579.581375,3659996
12/10/2020,2551.449219,2590.853132,2547.737875,2582.330845,2127801
12/11/2020,2550.807861,2572.892246,2533.350966,2559.146695,1795408
12/14/2020,2563.728516,2569.501692,2525.745021,2567.668952,2483658
12/15/2020,2530.602051,2560.979632,2524.599782,2553.007256,2365509
12/16/2020,2578.848633,2583.980395,2529.593741,2546.592451,2565149
12/17/2020,2600.841553,2615.045289,2570.41811,2575.916331,2863460
12/18/2020,2621.735352,2655.641052,2608.173027,2628.149943,6076692
12/21/2020,2584.30127,2645.10252,2552.090947,2621.735081,2705195
12/22/2020,2632.272949,2642.490386,2582.926333,2596.992703,2881737
12/23/2020,2665.490967,2674.883758,2625.812105,2635.525716,2790988
12/24/2020,2666.04126,2677.0377,2642.078049,2665.720441,1807144
12/28/2020,2684.414795,2703.017155,2659.306341,2666.637302,2108994
12/29/2020,2685.422363,2705.124319,2675.800478,2675.800478,1994151
12/30/2020,2665.995605,2701.184128,2659.306059,2688.996361,2637968
12/31/2020,2623.338379,2662.055014,2607.07281,2657.473164,4040956
1/1/2021,2683.360596,2694.127944,2638.229371,2639.145741,2681440
1/4/2021,2785.260742,2795.615768,2694.998297,2703.291491,5113293
1/5/2021,2834.332764,2853.805629,2785.398689,2785.398689,5801309
1/6/2021,2796.302979,2853.117917,2783.198843,2840.746922,3726716
1/7/2021,2779.166992,2823.198616,2749.339104,2817.837762,3717827
1/8/2021,2859.898926,2866.405242,2804.092085,2831.583183,5879039
1/11/2021,2910.803467,2959.875125,2883.404093,2959.875125,9508039
1/12/2021,2909.337402,2941.547719,2886.565518,2910.80346,3611458
1/13/2021,2894.76709,2911.307614,2864.801834,2909.474874,3572801
1/14/2021,2984.512695,2999.018939,2864.882414,2896.649243,6931542
1/15/2021,2968.584229,3005.905476,2947.146175,2970.099027,4131692
1/18/2021,2957.933105,2990.067088,2926.395807,2983.86982,4160906
1/19/2021,2993.693848,3010.495376,2967.344024,2968.262138,2975735
1/20/2021,3037.855469,3055.437261,2999.570162,3002.232603,3453446
1/21/2021,3005.766846,3038.176082,2994.979009,3034.366,2778546
1/22/2021,3032.622559,3052.729166,2976.4338,2976.4338,3052459
1/25/2021,3021.788086,3066.316607,3010.173812,3037.992705,2272887
1/27/2021,2994.014893,3035.697167,2962.753075,3029.775378,2786662
1/28/2021,2934.796875,3006.822862,2923.090923,2965.507738,3083938
1/29/2021,2856.573242,2953.434241,2846.152562,2947.191022,5445659
2/1/2021,2882.280762,2905.830292,2794.830419,2846.152893,3985846
2/2/2021,2941.131592,2959.998875,2892.058454,2914.093185,2881837
2/3/2021,2938.01001,2971.016155,2903.67242,2949.899538,2505866
2/4/2021,2927.360107,2972.715067,2915.929635,2952.70014,2057261
2/5/2021,2899.357422,2943.335207,2872.778072,2937.000088,2366135
2/8/2021,2950.909912,2961.835378,2896.78692,2928.324221,2526592
2/9/2021,2916.755859,2980.014039,2904.91228,2933.37381,2658751
2/10/2021,2950.175293,2955.775653,2898.760917,2924.192626,2127983
2/11/2021,2943.473389,2955.684349,2924.238946,2951.736414,1165882
2/12/2021,2929.517822,2979.738607,2921.438375,2923.458181,2777404
2/15/2021,2882.739746,2946.227227,2875.119357,2946.227227,2630853
2/16/2021,2854.232178,2908.263039,2846.152732,2892.058421,3435770
2/17/2021,2821.455566,2876.312865,2796.161487,2850.835208,3678426
2/18/2021,2806.995117,2844.22445,2782.802731,2814.018598,4189909
2/19/2021,2820.308594,2834.355559,2769.169464,2807.592625,3725028
2/22/2021,2716.194336,2842.480962,2702.147147,2842.480962,5366696
2/23/2021,2736.163086,2780.048977,2724.962141,2726.798369,3832829
2/24/2021,2706.691162,2757.416945,2681.947818,2728.63399,3774549
2/25/2021,2750.026367,2781.792971,2725.374921,2730.470498,4224073
2/26/2021,2657.297119,2728.955954,2644.168045,2717.617158,5553153
3/1/2021,2684.748535,2722.207626,2664.182874,2686.401185,3265871
3/2/2021,2760.171143,2777.293873,2706.59912,2717.616484,3306469
3/3/2021,2808.602539,2813.101208,2751.495671,2786.475903,3509857
3/4/2021,2799.971436,2829.121547,2769.076998,2775.457843,3916760
3/5/2021,2761.731934,2812.365814,2751.219577,2769.122794,3203686
3/8/2021,2760.722412,2784.639323,2750.66911,2769.031387,2003125
3/9/2021,2801.119385,2815.763256,2747.08852,2760.722376,1942397
3/10/2021,2819.481689,2839.909723,2809.428388,2823.200095,3053778
3/12/2021,2807.546143,2861.760809,2792.305587,2823.200028,2938317
3/15/2021,2815.074951,2845.235084,2791.984475,2791.984475,3097083
3/16/2021,2855.380127,2883.795707,2809.428482,2809.428482,4894756
3/17/2021,2858.04248,2896.649213,2832.656722,2850.74352,3838390
3/18/2021,2787.852783,2888.799359,2742.452097,2869.978025,3656306
3/19/2021,2800.430908,2845.23491,2758.932206,2781.885053,5776626
3/22/2021,2873.375,2882.372561,2771.46436,2799.053727,2821646
3/23/2021,2885.264893,2909.50301,2867.132143,2882.877707,3305973
3/24/2021,2865.524902,2894.170006,2856.389491,2856.435442,2207104
3/25/2021,2813.881592,2874.477112,2800.24751,2857.354152,3179786
3/26/2021,2815.671387,2862.678767,2793.866184,2837.568266,3697370
3/30/2021,2899.90918,2927.3607,2810.255208,2830.545618,4694008
3/31/2021,2917.62793,2942.554629,2875.532324,2896.64894,3530069
4/1/2021,2905.830322,2951.736015,2887.468045,2929.793183,4285076
4/5/2021,2973.678955,2995.805589,2892.976835,2911.339112,5317862
4/6/2021,2997.366699,3006.823318,2965.508189,3006.823318,2291562
4/7/2021,3003.51709,3009.163624,2969.914263,2992.13257,2491268
4/8/2021,3045.704834,3061.909453,2998.605552,3002.232057,2578118
4/9/2021,3050.203857,3079.675403,3037.120735,3079.353973,2911129
4/12/2021,2980.702637,3064.756007,2950.083449,3050.203812,3791828
4/13/2021,2849.871338,2950.817911,2821.409809,2950.817911,8654596
4/15/2021,2955.362549,2972.164077,2834.630577,2901.515261,6062760
4/16/2021,2933.51123,2981.115521,2921.989082,2964.589472,3224657
4/19/2021,2902.892578,2927.865231,2878.378982,2909.502953,2679106
4/20/2021,2887.055176,2961.238825,2870.345547,2960.917396,3141893
4/22/2021,2863.413818,2890.222701,2850.97333,2890.222701,1988980
4/23/2021,2854.875244,2863.597326,2837.936087,2850.743731,1615309
4/26/2021,2846.887695,2894.813197,2835.181743,2848.035338,2490260
4/27/2021,2875.532471,2879.296827,2848.90717,2851.661511,1471417
4/28/2021,2868.279297,2892.976467,2857.170031,2892.012403,1639037
4/29/2021,2860.154297,2898.806981,2851.202686,2888.019143,1621395
4/30/2021,2787.07251,2875.578829,2772.704116,2845.235118,3072305
5/3/2021,2788.312012,2804.838062,2758.014252,2777.202743,1545831
5/4/2021,2800.018066,2836.972154,2786.475885,2811.999498,1990777
5/5/2021,2842.204834,2845.60181,2802.450462,2818.609354,1939289
5/6/2021,2856.665527,2877.369041,2822.282206,2851.202794,1791671
5/7/2021,2876.359375,2901.102728,2856.987303,2876.451276,1912540
5/10/2021,2887.927246,2905.095931,2869.105911,2888.340353,2137153
5/11/2021,2866.902588,2871.952214,2838.027726,2869.105972,2415625
5/12/2021,2834.768311,2864.515109,2819.160376,2864.515109,1978558
5/14/2021,2801.624268,2844.775616,2791.065959,2844.775616,2043935
5/17/2021,2818.379883,2823.383558,2787.393542,2804.837704,2890462
5/18/2021,2835.870361,2868.187927,2825.954686,2846.153193,2098538
5/19/2021,2829.626953,2862.679053,2815.947146,2831.463181,1986041
5/20/2021,2809.428711,2835.870438,2802.1757,2815.94741,2329027
5/21/2021,2828.249756,2835.319188,2804.929753,2810.346536,1685566
5/24/2021,2829.167725,2850.743399,2820.445643,2829.167725,1652260
5/25/2021,2872.991211,2886.138329,2843.560209,2852.693906,1841613
5/26/2021,2914.047852,2920.044784,2863.581404,2878.52756,1923753
5/27/2021,2933.883545,2968.711879,2917.092181,2917.230482,5959785
5/28/2021,2900.300781,2950.490396,2892.965892,2942.648255,1763701
5/31/2021,2914.647461,2924.980817,2886.462059,2906.205715,1652799
6/1/2021,2908.973389,2924.611497,2889.598685,2923.366116,1377441
6/2/2021,2887.24585,2914.923997,2873.914254,2906.98973,2240078
6/3/2021,2898.132324,2910.403013,2880.971785,2910.403013,1281706
6/4/2021,2900.439209,2912.525424,2883.140367,2885.908182,1836060
6/7/2021,2936.835449,2943.524334,2891.074388,2901.591992,2559821
6/8/2021,2952.473877,2980.936327,2940.526189,2950.490367,2574057
6/9/2021,2952.565918,2970.787362,2939.603276,2954.180476,1710925
6/10/2021,2967.835205,2974.477915,2945.877165,2961.561447,1874324
6/11/2021,3020.424316,3052.899968,2962.484677,2962.992155,3452954
6/14/2021,3022.776611,3052.622744,3017.240982,3025.221424,1847360
6/15/2021,3010.22876,3042.750578,2999.895631,3042.750578,1304985
6/16/2021,3020.931396,3039.706271,3001.233692,3009.629487,1635552
6/17/2021,3060.972168,3077.855881,3007.691739,3012.766066,2273413
6/18/2021,3042.10498,3098.107049,3021.530848,3091.556465,3380431
6/21/2021,3019.778076,3031.679589,3000.034197,3012.304887,1130569
6/22/2021,3045.703125,3069.552551,3030.756971,3048.286464,1708688
6/23/2021,3008.983643,3071.351826,3004.370618,3071.351826,1467104
6/24/2021,3112.500244,3121.172641,3024.760421,3029.834748,4155204
6/25/2021,3119.142822,3136.53379,3090.726545,3114.02232,2722861
6/28/2021,3078.501953,3129.014572,3075.042185,3129.014572,1355238
6/29/2021,3082.284668,3105.764918,3069.045198,3083.345574,1497322
6/30/2021,3086.804932,3120.249355,3080.116047,3087.035583,1693146
7/1/2021,3082.884033,3101.797432,3074.442289,3098.107013,990310
7/2/2021,3068.076416,3081.223536,3040.167618,3073.196918,1682274
7/5/2021,3063.970703,3112.86876,3046.441211,3083.345405,1972858
7/6/2021,3009.814209,3070.42931,3004.094103,3056.590235,2159420
7/7/2021,3021.484619,3028.634807,2990.715883,3021.530794,2640710
7/8/2021,3006.308105,3042.750999,2981.766725,3042.750999,2485811
7/9/2021,2959.85498,3027.989446,2953.258445,2998.466088,6365067
7/12/2021,2945.970215,2985.549881,2941.587841,2984.627276,1892226
7/13/2021,2940.849365,2965.25222,2929.270628,2965.25222,1809339
7/14/2021,2965.759277,2972.632638,2938.496261,2940.34147,2044279
7/15/2021,2961.506104,2988.227708,2953.230815,2984.29808,2232968
7/16/2021,2953.970703,2977.132438,2951.381727,2970.798712,1256526
7/19/2021,2944.539307,2958.593459,2936.5875,2940.285972,1597058
7/20/2021,2964.141846,2972.64829,2918.234405,2944.53998,1811945
7/22/2021,2973.896484,2981.848067,2949.532699,2949.532699,2859334
7/23/2021,2970.659912,2997.196411,2964.927098,2986.517025,1776193
7/26/2021,2956.513428,2981.200692,2950.31853,2958.778698,1259611
7/27/2021,2943.013916,2968.024887,2922.857191,2958.778704,1121367
7/28/2021,2956.744629,2962.893251,2896.274453,2947.683324,1660654
7/29/2021,2954.89502,2982.30986,2949.809619,2959.009526,1731997
